,City,Nation,Venue,Venue ID,Venue Latitude,Venue Longitude,Venue Category,Population,URL,Latitude,Longitude
17,Shanghai,China,Speak Low (彼楼),53ad6fd9498ef536312f3fc8,31.216871548241592,121.46127676004897,Speakeasy,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
18,Shanghai,China,Goodfellas,51bf3806498e121abf501559,31.234878303167246,121.48672985761824,Italian Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
19,Shanghai,China,Green Massage,4bbb03d83db7b713b3d8239a,31.223859363202603,121.47287345947018,Massage Studio,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
20,Shanghai,China,The Nest,548c4f32498ea6aa0e8ada60,31.242822606328705,121.48311557043023,Lounge,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
21,Shanghai,China,Cinema Palace (百丽宫影城),51ffae18498e4832862a504c,31.217828560923955,121.4530803668136,Multiplex,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
22,Shanghai,China,Vue Bar,4e0361b16284217c7f127902,31.246909317874692,121.48831941781857,Hotel Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
23,Shanghai,China,Mercato,50000d74e4b014305ff5153c,31.236374417637105,121.48650645387544,Italian Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
24,Shanghai,China,Mr & Mrs Bund - Modern Eatery by Paul Pairet,4b18f941f964a520d8d623e3,31.240449900451456,121.4856198339283,French Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
25,Shanghai,China,Senator Saloon,4fe45d5fe4b023504e597994,31.21488220560235,121.44252765619291,Whisky Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
26,Shanghai,China,Le Royal Club Lounge,4c9fd5fe54c8a1cdefb39a4b,31.23640406009433,121.47136389687614,Lounge,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
27,Shanghai,China,Homeslice,58847a7c89151d20aac23a7e,31.225189143225247,121.46109282451019,Pizza Place,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
28,Shanghai,China,Hai Di Lao (海底捞火锅),54070584498e00b302e2bf6d,31.23790233926051,121.46945552648276,Hotpot Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
29,Shanghai,China,The Union Trading Co.,53a5bede498e35d5abb9bd77,31.213539564808297,121.44968493563377,Cocktail Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
30,Shanghai,China,Pudong Riverside Promenade,4b0588c0f964a520ddd722e3,31.237745841571595,121.4921631747552,Scenic Lookout,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
31,Shanghai,China,Ultraviolet by Paul Pairet,4fb23758e4b002c2286b5234,31.24039829876376,121.48527145385742,Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
32,Shanghai,China,Hakkasan,5331a671498e4e83c3c33bf4,31.240435648293435,121.48553691298822,Chinese Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
33,Shanghai,China,Rooster 2,55f2b53d498ef2e5e4789067,31.232447016679533,121.44827384224376,Sports Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
34,Shanghai,China,CHAR Bar,4e57af31d22d61e8f33d2c6d,31.228208520310947,121.4955932865478,Hotel Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
35,Shanghai,China,Xuhui Riverside Park (徐汇滨江公园),4dbe6bef1e72b351cae07414,31.185819895002822,121.46088587911764,Park,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
36,Shanghai,China,el Ocho,53b56561498e7e8bccf00ac7,31.230430444871235,121.4552890876144,Cocktail Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
37,Shanghai,China,The Bull & Claw (公牛和爪子),59368d7d93bd63346ba25cc7,31.21223951907087,121.44920827645973,Steakhouse,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
38,Shanghai,China,Bar Centrale,57780770498e61cc07cb8349,31.230856926080268,121.43632124241537,Italian Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
39,Shanghai,China,Liquid Laundry,533bca42498ebf535854d91d,31.21761137866482,121.45109201725336,Gastropub,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
40,Shanghai,China,Colca,5933ed2e46e1b6531c849f32,31.20696721992066,121.44246010204022,Peruvian Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
41,Shanghai,China,Barbarian,595f3110e1f0aa626639f2e0,31.231893039586485,121.43809595432296,Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
42,Shanghai,China,The Cannery,574c154e498e43b1dc810eac,31.220453521383558,121.42380748460529,Lounge,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
43,Shanghai,China,Bund Club,4dee0a6f45dd3aa41d725f12,31.247146873393394,121.48866016293903,Lounge,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
44,Shanghai,China,Xujiahui Park (徐家汇公园),4bdba40363c5c9b6b9232968,31.19885318203575,121.43806457519531,Park,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
45,Shanghai,China,el Willy,4b0e56cdf964a520ec5623e3,31.233042404915437,121.48965749098183,Spanish Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
46,Shanghai,China,RAW Eatery and Wood Grill,56f3ec90498ea87d6d7ed6ef,31.230180325103706,121.43690433637506,Bistro,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
47,Shanghai,China,M on the Bund (米氏西餐庁),4b0588c1f964a52037d822e3,31.236473407450358,121.48630621468445,French Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
48,Shanghai,China,Century Park (世纪公园),4b0a10c4f964a520742123e3,31.21738925749389,121.54749870300293,Park,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
49,Shanghai,China,Heyday,54afca7b498e6aa485f3a447,31.207633159883912,121.43261611373468,Jazz Club,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
50,Shanghai,China,Uptown Records n' Beer,55266f0b498ecf79e2820f83,31.21179619880227,121.43886119127274,Music Store,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
51,Shanghai,China,8½ Otto e Mezzo BOMBANA,4f33af92e4b044e00712e182,31.244344025671364,121.48375698650018,Italian Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
52,Shanghai,China,Bar Rouge,4b0588bff964a5208fd722e3,31.240391067749076,121.48522391338072,Lounge,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
53,Shanghai,China,Long Bar,4c810bafe602b1f739c18e7a,31.235833243463592,121.48690891567877,Hotel Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
54,Shanghai,China,Lost Heaven Lounge (花马天堂酒吧),4ed0e2a60e61efa33195e8d0,31.234360399778243,121.4864214622339,Lounge,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
55,Shanghai,China,Lost Heaven (花马天堂),4b0588c2f964a52083d822e3,31.211745982747626,121.43330752606317,Yunnan Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
56,Shanghai,China,Maya Mexican Restaurant (玛雅),4b0fd6f5f964a5205a6523e3,31.22400849315833,121.45090609762256,Mexican Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
57,Shanghai,China,West Bund Art Center,54279cd0498e2d89dfcd96c5,31.169364907601302,121.45734872896483,Art Gallery,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
58,Shanghai,China,Bar No.3,5406f276498ee2d256d24a18,31.206588175647305,121.43303614728586,Cocktail Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
59,Shanghai,China,Bund Waterfront - 16 Pu.,5235623911d2cc03dc455fa0,31.23022194681119,121.49353163335934,Scenic Lookout,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
60,Shanghai,China,Flair,4ce10c0041ed224bc114e83c,31.23874957537522,121.49668410099349,Hotel Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
61,Shanghai,China,Cobra Lily (镜花水月),580b68af38fa00cd463bc185,31.222938721680773,121.4700219948888,Gastropub,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
62,Shanghai,China,Hai Di Lao Hotpot (海底捞火锅),4c7bb080566db60c405f4b0e,31.23205450877295,121.45024229600631,Hotpot Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
63,Shanghai,China,Park Hyatt 87th Floor,4edc883ab6344371f95fa077,31.236642179539977,121.50286653775339,Hotel Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
64,Shanghai,China,M2F,57d10ee7498e96f99ba49d15,31.204123,121.424411,Coffee Shop,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
65,Shanghai,China,Big Movie,515d6599e4b078ad3977721a,31.227975266555266,121.43981187147497,Video Store,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
66,Shanghai,China,Bites & Bottle-o,55af8575498e108c6275f60e,31.218709394306828,121.46869556442593,Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
67,Shanghai,China,Premiere Cinemas (百美汇影城),52901f11498ecde4457621a5,31.225880068812547,121.44429777054302,Movie Theater,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
68,Shanghai,China,Southern Cross (南十字星),4b69728af964a520a9a22be3,31.21554400615282,121.44692508054176,Cocktail Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
69,Shanghai,China,Cha's Restaurant (查餐厅),4b0588bef964a52050d722e3,31.22063626268351,121.46160928415352,Hong Kong Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
70,Shanghai,China,酒池星座 Constellation,4b586ab4f964a520cd5628e3,31.219493366306775,121.45066622230895,Cocktail Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
71,Shanghai,China,Lost Heaven Yunnan Restaurant (花马天堂云南餐厅),4b8b4d8ff964a520869b32e3,31.23471124611373,121.4863109609542,Yunnan Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
72,Shanghai,China,Shanty (山缇),4b6d752ef964a52090752ce3,31.215548185207503,121.42473759758322,Speakeasy,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
73,Shanghai,China,Kartel,4e3aae2d1f6e7952f3298d62,31.222846778718182,121.4497171586418,Wine Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
74,Shanghai,China,Shanghai Symphony Hall (上海交响乐团音乐厅),541eb88b498e5af2959d458d,31.21343120071869,121.44724484144068,Concert Hall,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
75,Shanghai,China,福1088,4b68144bf964a52062662be3,31.223407174345933,121.43137667860766,Chinese Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
76,Shanghai,China,Calix,5723277d498e0bb2ab9d4efc,31.222478561092675,121.47027362543047,American Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
77,Shanghai,China,Stone Brewing Tap Room,5af101095a2c910039aee58f,31.220217015650768,121.42362358728194,Beer Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
78,Shanghai,China,Ocean Grounds,5760e94c498edc9370be7f8d,31.226068764429744,121.47016525268555,Café,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
79,Shanghai,China,People's Square (人民广场),4baf0c23f964a520a2e83be3,31.234279223152587,121.47052043667763,Plaza,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
80,Shanghai,China,The Pearl (珍珠剧场),52723e88498ec4d2942af10f,31.254016815391413,121.4817652482111,Theater,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
81,Shanghai,China,Peninsula Lobby Lounge (半岛酒店大厅),4e7f31d5722edb7e4f1cd7a5,31.241202,121.489058,Café,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
82,Shanghai,China,Kangaroo Bar,4b62e7d1f964a5202f582ae3,31.2126918396339,121.45833624078601,Dive Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
83,Shanghai,China,Sober Company,5858e93288cfcc44b15614ba,31.221236097281114,121.46530222934025,Cocktail Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
84,Shanghai,China,POP,54fb1e92498e69b44a0e075c,31.236209134082785,121.48643221517317,American Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
85,Shanghai,China,Captain Bar (船长酒吧),4b0d2233f964a520034423e3,31.237324747238123,121.48493258496755,Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
86,Shanghai,China,The Long Bar,4f8ea40ae4b0036b6f3faef9,31.223957254634982,121.44357943402932,Hotel Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
87,Shanghai,China,Din Tai Fung (鼎泰丰),4bc5412e6936952136ef8388,31.220995689347884,121.47087846126338,Dumpling Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
88,Shanghai,China,Funkadeli,57f662e7498ef66f0584ab1b,31.219059943644517,121.44773230030454,Lounge,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
89,Shanghai,China,Island6 Arts Center,5028ce9ce4b0d14d9665ca03,31.25019200577485,121.44470824587893,Art Gallery,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
90,Shanghai,China,M1NT Restaurant & Grill,4f7efbfbe4b0b58904841412,31.236920302007974,121.47964100404839,Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
91,Shanghai,China,Sir Elly's Terrace,522204bd498e8b1b9d2d1613,31.243454347497007,121.48522850534363,Roof Deck,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
92,Shanghai,China,Jean Georges,4b0588bef964a52032d722e3,31.236379747706433,121.48654261993012,French Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
93,Shanghai,China,M1NT,4b0588c5f964a52074d922e3,31.236608735657683,121.47979820953913,Nightclub,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
94,Shanghai,China,The Habit Burger Grill,5a214eba42d8c2528edc7e71,31.21710252656857,121.47010892629625,Burger Joint,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
95,Shanghai,China,新都里無二 Shintori,4b0588c2f964a52061d822e3,31.221303150847525,121.4460362222833,Japanese Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
96,Shanghai,China,Nanjing Road Pedestrian Street (南京路步行街),4c32e58ea0ced13a38cf156e,31.238273,121.476807,Pedestrian Plaza,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
97,Shanghai,China,Three on the Bund,4b0588c5f964a5204fd922e3,31.236265884888713,121.48648639829497,Shopping Mall,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
98,Shanghai,China,Yu Garden Café,4de6e62ad164402a0f1cc92f,31.229481629168674,121.48350119590759,Café,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
99,Shanghai,China,Pasha (帕夏土耳其餐厅),4ba9bd23f964a5204f363ae3,31.21932486430248,121.45909851249206,Turkish Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
100,Shanghai,China,Salute,4e07290c18a8382643b26310,31.212438623524317,121.44002021737148,Wine Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
101,Shanghai,China,alma by DN,57259ff6498ee93a2995de14,31.245747,121.467674,Spanish Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
102,Shanghai,China,Coconut Paradise (椰香天堂),4c249c07a852c9287052e36c,31.22284651275044,121.44543398796591,Thai Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
103,Shanghai,China,Urban Grill,57596a4f498e76eb71611f02,31.24385421421896,121.44231184164309,Mediterranean Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
104,Shanghai,China,Bistro 321 Le Bec,535cf5dd498ee409558b42e4,31.204995611189318,121.42176019328646,French Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
105,Shanghai,China,Yé Shanghai,4bcee6e8b6c49c74c6c79791,31.222897484175935,121.47090092170573,Chinese Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
106,Shanghai,China,D.O.C Gastronomia Italiana,5194c49b498e8fb14f69850a,31.210362501022885,121.44656370893296,Italian Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
107,Shanghai,China,SEVE Italian Restaurant,502f78cae4b08345ccd26b2f,31.218689987536553,121.43636616510281,Italian Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
108,Shanghai,China,Garlic,5048976ce4b0c2267562b965,31.206054301594207,121.44294306355334,Turkish Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
109,Shanghai,China,Fat Cow Burgers,534e7580498e7e2d7d2003d0,31.192951978135426,121.38152410851761,Burger Joint,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
110,Shanghai,China,九井日本料理,52b0570c11d240ed90d9fb46,31.195663414567104,121.53401468974182,Japanese Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
111,Shanghai,China,Zotter Chocolate Theatre Shanghai,5100e04c582f51322df0cb9c,31.271720535025718,121.55519950194135,Dessert Shop,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
112,Delhi,India,Connaught Place | कनॉट प्लेस (Connaught Place),4b489b54f964a520595026e3,28.6327309443951,77.22001768275413,Plaza,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
113,Delhi,India,Tamra,54dc85c7498ef8f9ab9b3c08,28.620543184230115,77.21817445898111,Restaurant,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
114,Delhi,India,Hauz Khas Village,4dff63787d8bc001316c3a96,28.55431076151011,77.19513960172755,Market,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
115,Delhi,India,The Lodhi Hotel,4bd78af3304fce7284b033ab,28.591668747194344,77.2381313007319,Hotel,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
116,Delhi,India,Indian Accent,5a0557269deb7d67455194ac,28.592025841987475,77.23800557290183,Indian Restaurant,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
117,Delhi,India,PCO,505893c3e4b0645ce10fe6ac,28.561635344367186,77.1555896199453,Speakeasy,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
118,Delhi,India,The Big Chill Cafe,4b701cbaf964a5209b072de3,28.60068629868818,77.22763621585838,Italian Restaurant,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
119,Delhi,India,PVR Director's Cut,4f48e087e4b0291e48c90c03,28.540773094778803,77.15449924272153,Movie Theater,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
120,Delhi,India,Bukhara,4bab1b3ef964a52051953ae3,28.596914259545567,77.17335846829526,Indian Restaurant,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
121,Delhi,India,Trident,4e833e284690ac9d4a31d6dc,28.501031692140103,77.08923585318402,Hotel,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
122,Delhi,India,Varq | वर्क,4c65834faebea5939e8870d0,28.60454694756125,77.2237810008916,Indian Restaurant,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
123,Delhi,India,Naturals Ice Cream,54783eab498e910f8bd1781d,28.634455305513185,77.22213885818994,Ice Cream Shop,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
124,Delhi,India,Starbucks Coffee | स्टारबक्स कॉफी,526473e811d2eea390697e78,28.55320124632601,77.08430528640747,Coffee Shop,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
125,Delhi,India,Pandey Paan,4f8c4443e4b0a95f9685c9f6,28.6222491879439,77.20107475185938,Smoke Shop,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
126,Delhi,India,Delhi Golf Club,4bac65b7f964a52054f33ae3,28.599967912739192,77.2332883430093,Golf Course,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
127,Delhi,India,Khan Market | खान मार्केट (Khan Market),4c19ef4f834e2d7fa5182b80,28.600342223094003,77.22692265405401,Market,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
128,Delhi,India,Jamavar Kashmiri Restaurant @ The Leela,4e7a162688774859c565a07d,28.580142785889475,77.18926702333043,Indian Restaurant,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
129,Delhi,India,DLF CyberHub,5257ea5111d20d6aea85a5b6,28.495341748490137,77.08874128087407,Plaza,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
130,Delhi,India,HOTEL SARAVANA BHAVAN,4c91f42fae96a0932d79a746,28.62704114687105,77.21951363035465,South Indian Restaurant,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
131,Delhi,India,Amour Bistro,528b98b611d285b84d9b26b1,28.60156938620385,77.1859231921711,Café,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
132,Delhi,India,The Big Chill Cafe,4d17689a6c8b5481d51aeacc,28.528201144658645,77.21774809752226,Restaurant,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
133,Delhi,India,Hard Rock Cafe New Delhi,4b8fda02f964a520896533e3,28.529498002879468,77.20867399228605,American Restaurant,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
134,Delhi,India,Select Citywalk,4b68f120f964a5201b942be3,28.528677890971235,77.21913628745303,Shopping Mall,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
135,Delhi,India,"Fitness First Platinum, Select City Walk",4d7b276ce04d6ea8c194e3d5,28.52861519410108,77.2183605563254,Gym / Fitness Center,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
136,Delhi,India,Blue Tokai Coffee Roasters,563b3462cd109f4faa72ca7a,28.51721449076931,77.20002132264182,Coffee Shop,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
137,Delhi,India,Library Bar,4dad79eca86e0d401b87d86d,28.580116202772658,77.18979479443512,Cocktail Bar,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
138,Delhi,India,Gulati Restaurant,4c30890aac0ab71332021c1e,28.608010137218567,77.22998865890446,Indian Restaurant,11034555,https://en.wikipedia.org/wiki/Delhi,28.61,77.23
